"","X","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","area4km","area2km","area1km","kd490_value"
"949",1043,2005,"31-Dec-05","Saponda Laut 1","Indonesia",-3.88167,122.821,10,"Bleaching (% of population)",0,"ERG038",0,302.97,0,0,0,0.047010500807794
"950",1044,2006,"01-Jan-06","Saponda Laut 4","Indonesia",-3.87558,122.829,3,"Bleaching (% of population)",0,"ERG038",0,302.97,0,0,0,0.0585999985196395
"951",1045,2006,"01-Jan-06","Saponda Laut 4","Indonesia",-3.87558,122.829,10,"Bleaching (% of population)",0,"ERG038",0,302.97,0,0,0,0.0585999985196395
"952",1046,2003,"20-Sep-03","Apo Island Marine Reserve","Philippines",9.07117,123.272,11.5,"Bleaching (% of population)",2,"ERG046",0,301.45,0,0,0,0.0624125762564514
"953",1047,2006,"20-Jul-06","Poblacion West","Philippines",9.92325,123.342,5,"Bleaching (% of population)",0,"ERG046",0,301.59,0,0,0,0.0606880986756579
"954",1048,2006,"20-Jul-06","Poblacion West","Philippines",9.92325,123.342,9,"Bleaching (% of population)",20,"ERG046",0,301.59,0,0,0,0.0606880986756579
"955",1049,2007,"03-Jul-07","Magpayong","Philippines",9.99717,123.354,4,"Bleaching (% of population)",8,"ERG046",7.97,304.41,358,0,0,0.0409999989642529
"956",1050,2007,"03-Jul-07","Magpayong","Philippines",9.99717,123.354,10,"Bleaching (% of population)",4,"ERG046",7.97,304.41,358,0,0,0.0409999989642529
"957",1051,2007,"03-Jul-07","Basdiot (North)","Philippines",9.96428,123.365,3,"Bleaching (% of population)",8,"ERG046",6.975,304.2675,275029,0,0,0.0517999986914219
"958",1052,2007,"03-Jul-07","Basdiot (North)","Philippines",9.96428,123.365,11,"Bleaching (% of population)",8,"ERG046",6.975,304.2675,275029,0,0,0.0517999986914219
"959",1053,2006,"21-Jul-06","Basdiot (North)","Philippines",9.96428,123.366,4.6,"Bleaching (% of population)",53,"ERG046",0.27,301.8525,284667,0,0,0.0577444670878898
"960",1054,2006,"21-Jul-06","Basdiot (North)","Philippines",9.96428,123.366,8,"Bleaching (% of population)",0,"ERG046",0.27,301.8525,284667,0,0,0.0577444670878898
"961",1055,2005,"22-Jul-05","Fusiliro Sombrero","Philippines",9.99694,123.37,4,"Bleaching (% of population)",0,"ERG046",2.4475,302.41,408696,0,0,0.0441999988834141
"962",1056,2005,"22-Jul-05","Fusiliro Sombrero","Philippines",9.99694,123.37,10,"Bleaching (% of population)",0,"ERG046",2.4475,302.41,408696,0,0,0.0441999988834141
"963",1057,2006,"19-Jul-06","Fusiliro Sombrero","Philippines",9.99694,123.37,3.9,"Bleaching (% of population)",90,"ERG046",0.27,301.8525,408696,0,0,0.0563016885115718
"964",1058,2006,"19-Jul-06","Fusiliro Sombrero","Philippines",9.99694,123.37,11,"Bleaching (% of population)",0,"ERG046",0.27,301.8525,408696,0,0,0.0563016885115718
"965",1059,2006,"19-Jul-06","Saavedra","Philippines",9.99917,123.373,4.9,"Bleaching (% of population)",80,"ERG046",0,302.57,451311,0,0,0.0563016885115718
"966",1060,2006,"19-Jul-06","Saavedra","Philippines",9.99917,123.373,11,"Bleaching (% of population)",4,"ERG046",0,302.57,451311,0,0,0.0563016885115718
"967",1061,2007,"03-Jul-07","Saavedra","Philippines",9.99917,123.373,4.5,"Bleaching (% of population)",12,"ERG046",10.51,303.98,451311,0,0,0.0443999988783617
"968",1062,2007,"03-Jul-07","Saavedra","Philippines",9.99917,123.373,10,"Bleaching (% of population)",4,"ERG046",10.51,303.98,451311,0,0,0.0443999988783617
"969",1063,2005,"21-Jul-05","Banlot Tongo Basdiot","Philippines",9.93486,123.379,5,"Bleaching (% of population)",0,"ERG046",4.66,302.42,55791,0,0,0.0423999989288859
"970",1064,2005,"21-Jul-05","Banlot Tongo Basdiot","Philippines",9.93486,123.379,12,"Bleaching (% of population)",0,"ERG046",4.66,302.42,55791,0,0,0.0423999989288859
"971",1065,2007,"05-Jul-07","Banlot Tongo Basdiot","Philippines",9.93486,123.379,6,"Bleaching (% of population)",4,"ERG046",8.903333333,303.97,55791,0,0,0.0533999986510025
"972",1066,2007,"05-Jul-07","Banlot Tongo Basdiot","Philippines",9.93486,123.379,10,"Bleaching (% of population)",8,"ERG046",8.903333333,303.97,55791,0,0,0.0533999986510025
"973",1067,2005,"21-Jul-05","Saavedra Site 2","Philippines",9.97267,123.369,3,"Bleaching (% of population)",0,"ERG046",2.4475,302.41,412138,27155,0,0.0425999989238335
"974",1068,2005,"21-Jul-05","Saavedra Site 1","Philippines",9.97267,123.369,2.2,"Bleaching (% of population)",0,"ERG046",2.4475,302.41,412138,27155,0,0.0425999989238335
"975",1069,2007,"02-Jul-07","Poblacion East","Philippines",9.93431,123.387,3.5,"Bleaching (% of population)",2,"ERG046",7.063333333,304.1033333,94483,0,0,0.0533999986510025
"976",1070,2007,"02-Jul-07","Poblacion East","Philippines",9.93431,123.387,11,"Bleaching (% of population)",3,"ERG046",7.063333333,304.1033333,94483,0,0,0.0533999986510025
"977",1071,2006,"20-Jul-06","Tongo","Philippines",9.93425,123.387,5.5,"Bleaching (% of population)",0,"ERG046",0,301.7966667,94483,0,0,0.0606880986756579
"978",1072,2006,"20-Jul-06","Tongo","Philippines",9.93425,123.387,8.6,"Bleaching (% of population)",25,"ERG046",0,301.7966667,94483,0,0,0.0606880986756579
"979",1073,2005,"20-Jul-05","Poblacion West","Philippines",9.93394,123.388,3,"Bleaching (% of population)",25,"ERG046",4.66,302.42,93589,0,0,0.0423999989288859
"980",1074,2005,"20-Jul-05","Poblacion West","Philippines",9.93394,123.388,10,"Bleaching (% of population)",0,"ERG046",4.66,302.42,93589,0,0,0.0423999989288859
"981",1075,2005,"20-Jul-05","Poblacion East","Philippines",9.93022,123.391,6,"Bleaching (% of population)",0,"ERG046",4.66,302.42,111587,25086,0,0.0423999989288859
"982",1076,2005,"20-Jul-05","Poblacion East","Philippines",9.93022,123.391,10,"Bleaching (% of population)",0,"ERG046",4.66,302.42,111587,25086,0,0.0423999989288859
"983",1077,2006,"21-Jul-06","Poblacion East","Philippines",9.93022,123.391,5.1,"Bleaching (% of population)",12,"ERG046",0,301.7966667,111587,25086,0,0.0606880986756579
"984",1078,2006,"21-Jul-06","Poblacion East","Philippines",9.93022,123.391,11,"Bleaching (% of population)",4,"ERG046",0,301.7966667,111587,25086,0,0.0606880986756579
"985",1079,2007,"02-Jul-07","Poblacion West","Philippines",9.93,123.391,3.5,"Bleaching (% of population)",2,"ERG046",7.063333333,304.1033333,113084,25086,0,0.0533999986510025
"986",1080,2007,"02-Jul-07","Poblacion West","Philippines",9.93,123.391,11,"Bleaching (% of population)",3,"ERG046",7.063333333,304.1033333,113084,25086,0,0.0533999986510025
"987",1081,2005,"19-Jul-05","Tomonoy","Philippines",9.92111,123.391,3,"Bleaching (% of population)",0,"ERG046",4.66,302.1833333,196608,42367,7794,0.0423999989288859
"988",1082,2005,"19-Jul-05","Tomonoy","Philippines",9.92111,123.391,12,"Bleaching (% of population)",0,"ERG046",4.66,302.1833333,196608,42367,7794,0.0423999989288859
"989",1083,2006,"21-Jul-06","Tomonoy","Philippines",9.92111,123.391,6,"Bleaching (% of population)",29,"ERG046",0,301.7966667,196608,42367,7794,0.0606880986756579
"990",1084,2006,"21-Jul-06","Tomonoy","Philippines",9.92111,123.391,11,"Bleaching (% of population)",0,"ERG046",0,301.7966667,196608,42367,7794,0.0606880986756579
"991",1085,2007,"02-Jul-07","Tomonoy","Philippines",9.92111,123.391,4,"Bleaching (% of population)",3,"ERG046",7.063333333,304.1033333,196608,42367,7794,0.0533999986510025
"992",1086,2007,"02-Jul-07","Tomonoy","Philippines",9.92111,123.391,11,"Bleaching (% of population)",1,"ERG046",7.063333333,304.1033333,196608,42367,7794,0.0533999986510025
"993",1087,2005,"19-Jul-05","Balabagon","Philippines",9.55467,123.46,8,"Bleaching (% of population)",0,"ERG046",14.71,304.01,0,0,0,0.0521333320163346
"994",1088,2005,"19-Jul-05","Balabagon","Philippines",9.55467,123.46,10,"Bleaching (% of population)",0,"ERG046",14.71,304.01,0,0,0,0.0521333320163346
"995",1089,2007,"05-Jul-07","Ronda","Philippines",10.0227,123.404,4,"Bleaching (% of population)",8,"ERG046",12.23,304.025,115777,17087,0,0.0467999988177326
"996",1090,2007,"05-Jul-07","Ronda","Philippines",10.0227,123.404,10,"Bleaching (% of population)",0,"ERG046",12.23,304.025,115777,17087,0,0.0467999988177326
"997",1091,2006,"15-Jun-06","Bangan","Philippines",12.1568,123.412,3,"Bleaching (% of population)",0,"ERG046",3.68,304.36,4075,2449,0,0.0431238405281233
"998",1092,2006,"15-Jun-06","Bangan","Philippines",12.1569,123.412,3,"Bleaching (% of population)",0,"ERG046",3.68,304.36,4075,2449,0,0.0431238405281233
"999",1093,2006,"27-Apr-06","Panal Reef 4 VSS Group","Philippines",11.0103,123.419,9.3,"Bleaching (% of population)",0,"ERG046",1.28,302.69,0,0,0,0.0711999982013367
"1000",1094,2006,"27-Apr-06","Panal Reef 1","Philippines",11.0133,123.424,9.3,"Bleaching (% of population)",0,"ERG046",1.28,302.69,0,0,0,0.0711999982013367
"1001",1095,2006,"27-Apr-06","Panal Reef 3 VSS Group","Philippines",11.0057,123.432,10,"Bleaching (% of population)",0,"ERG046",1.28,302.69,0,0,0,0.0711999982013367
"1002",1096,2006,"27-Apr-06","Panal Reef 2","Philippines",11.0103,123.419,9.3,"Bleaching (% of population)",0,"ERG046",1.28,302.69,0,0,0,0.0711999982013367
"1003",1097,2006,"28-Apr-06","Maca Reef 2","Philippines",11.0539,123.448,6,"Bleaching (% of population)",0,"ERG046",1.07,302.34,0,0,0,0.0903999977163039
"1004",1098,2006,"28-Apr-06","Maca Reef 2 VSS Dive 2","Philippines",11.054,123.448,6,"Bleaching (% of population)",0,"ERG046",1.07,302.34,0,0,0,0.0903999977163039
"1005",1099,2006,"26-Apr-06","Carbine Reef 1","Philippines",10.9851,123.458,3.3,"Bleaching (% of population)",0,"ERG046",0,302.99,89341,0,0,0.0667999983124901
"1006",1100,2010,"11-Jul-10","Tanjung Patok","Indonesia",-5.33922,123.457,9.5,"Bleaching (% of population)",0,"ERG038",2.4,300.99,0,0,0,0.0293999992572935
"1007",1101,2006,"28-Apr-06","Maca Reef 1","Philippines",11.0944,123.468,9.3,"Bleaching (% of population)",0,"ERG046",1.66,302.25,0,0,0,0.0689999982569134
"1008",1102,2006,"16-Jun-06","Nagurand Island, Eastside","Philippines",12.1306,123.471,5,"Bleaching (% of population)",0,"ERG046",2.37,304.34,0,0,0,0.0891999977466185
"1009",1103,2006,"16-Jun-06","Nagurang Island","Philippines",12.1158,123.474,4,"Bleaching (% of population)",0,"ERG046",3.62,303.64,0,0,0,0.0891999977466185
"1010",1104,2006,"26-Apr-06","Carbine Reef 2","Philippines",10.9882,123.475,3.3,"Bleaching (% of population)",0,"ERG046",0,302.99,0,0,0,0.0667999983124901
"1011",1105,2006,"16-Jun-06","Naguarang Island, Southside","Philippines",12.1363,123.477,5,"Bleaching (% of population)",0,"ERG046",2.37,304.34,0,0,0,0.0891999977466185
"1012",1106,2006,"28-Apr-06","Maca Reef 1 VSS Dive 1","Philippines",11.0945,123.468,9.3,"Bleaching (% of population)",0,"ERG046",1.66,302.25,0,0,0,0.0689999982569134
"1013",1107,2010,"17-Jul-10","Kapota 1","Indonesia",-5.32256,123.478,6,"Bleaching (% of population)",0,"ERG038",2.42,300.35,0,0,0,0.0293999992572935
"1014",1108,2010,"31-Jul-10","Kapota 2","Indonesia",-5.32553,123.49,10,"Bleaching (% of population)",0,"ERG038",0,300.2,0,0,0,0.0293999992572935
"1015",1109,2010,"01-Aug-10","Rumah Merah","Indonesia",-5.27114,123.518,8,"Bleaching (% of population)",0,"ERG038",1.19,300.37,0,0,0,0.0313999992067693
"1016",1110,2004,"06-Sep-04","Sombu","Indonesia",-5.27403,123.52,5,"Bleaching (% of population)",2,"ERG038",0,300.57,0,0,0,0.0579999985347968
"1017",1111,2004,"06-Sep-04","Sombu","Indonesia",-5.27403,123.52,10,"Bleaching (% of population)",2,"ERG038",0,300.57,0,0,0,0.0579999985347968
"1018",1112,2003,"07-Aug-03","Western Wandoka","Indonesia",-5.29972,123.521,5,"Bleaching (% of population)",1,"ERG038",0,300.26,0,0,0,0.0463092680253191
"1019",1113,2003,"07-Aug-03","Western Wandoka","Indonesia",-5.29972,123.521,10,"Bleaching (% of population)",0,"ERG038",0,300.26,0,0,0,0.0463092680253191
"1020",1114,2009,"21-Jul-09","Wandoka","Indonesia",-5.27506,123.519,8,"Bleaching (% of population)",0,"ERG038",5.89,301.24,0,0,0,0.0345999991259305
"1021",1115,2010,"19-Jul-10","Wandoka","Indonesia",-5.27506,123.519,9,"Bleaching (% of population)",0,"ERG038",1.19,300.05,0,0,0,0.0311999992118217
"1022",1116,2010,"15-Aug-10","Waha Selatan","Indonesia",-5.25733,123.52,9,"Bleaching (% of population)",0,"ERG038",2.25,301.26,0,0,0,0.0351999991107732
"1023",1117,2004,"10-Sep-04","Waha Pinnacle","Indonesia",-5.29853,123.521,5,"Bleaching (% of population)",0,"ERG038",0,299.67,0,0,0,0.061199998453958
"1024",1118,2004,"10-Sep-04","Waha Pinnacle","Indonesia",-5.29853,123.521,10,"Bleaching (% of population)",0,"ERG038",0,299.67,0,0,0,0.061199998453958
"1025",1119,2004,"26-Aug-04","Waha Wanci","Indonesia",-5.27028,123.525,10,"Bleaching (% of population)",0,"ERG038",0,299.67,0,0,0,0.0513098224834281
"1026",1120,2009,"20-Jul-09","Waha Wanci","Indonesia",-5.27028,123.525,9,"Bleaching (% of population)",5,"ERG038",5.89,301.24,0,0,0,0.0367999990703538
"1027",1121,2003,"24-Jun-03","Waha Wanci","Indonesia",-5.27056,123.518,10,"Bleaching (% of population)",0,"ERG038",1.38,300.25,0,0,0,0.0435999988985714
"1028",1122,2003,"06-Aug-03","Waha Wanci","Indonesia",-5.27056,123.518,5,"Bleaching (% of population)",0,"ERG038",0,300.41,0,0,0,0.0587999985145871
"1029",1123,2003,"06-Aug-03","Waha Wanci","Indonesia",-5.27056,123.518,10,"Bleaching (% of population)",0,"ERG038",0,300.41,0,0,0,0.0587999985145871
"1030",1124,2010,"13-Jul-10","Karang Kaledupa","Indonesia",-5.59033,123.526,10,"Bleaching (% of population)",0,"ERG038",7.92,300.18,0,0,0,0.100199997468735
"1031",1125,2010,"18-Jul-10","Kapota Ollo","Indonesia",-5.34456,123.528,9,"Bleaching (% of population)",0,"ERG038",0,300.19,0,0,0,0.0581800178663754
"1032",1126,2003,"27-Aug-03","Barrier Reef","Indonesia",-5.23972,123.557,5,"Bleaching (% of population)",0,"ERG038",0,300.83,0,0,0,0.0655999983428046
"1033",1127,2003,"27-Aug-03","Barrier Reef","Indonesia",-5.23972,123.557,10,"Bleaching (% of population)",0,"ERG038",0,300.83,0,0,0,0.0655999983428046
"1034",1128,2010,"02-Aug-10","Watuno","Indonesia",-5.24497,123.556,8,"Bleaching (% of population)",0,"ERG038",0,301.18,0,0,0,0.0349999991158256
"1035",1129,2007,"19-Jul-07","San Isidro MPA","Philippines",9.82458,123.575,6,"Bleaching (% of population)",0,"ERG046",11.73,303.27,39317,0,0,0.0562208281559372
"1036",1130,2007,"19-Jul-07","San Isidro MPA","Philippines",9.82458,123.575,12,"Bleaching (% of population)",18,"ERG046",11.73,303.27,39317,0,0,0.0562208281559372
"1037",1131,2003,"05-Aug-03","Kapaenaue (reef on right)","Indonesia",-5.42861,123.595,5,"Bleaching (% of population)",0,"ERG038",0,299.23,0,0,0,0.0699999982316513
"1038",1132,2003,"05-Aug-03","Kapaenaue (reef on right)","Indonesia",-5.42861,123.595,10,"Bleaching (% of population)",0,"ERG038",0,299.23,0,0,0,0.0699999982316513
"1039",1133,2006,"01-Aug-06","Balicasag MPA","Philippines",9.51778,123.679,4,"Bleaching (% of population)",0,"ERG046",0,301.08,0,0,0,0.0393999990046723
"1040",1134,2006,"01-Aug-06","Balicasag MPA","Philippines",9.51778,123.679,8,"Bleaching (% of population)",2,"ERG046",0,301.08,0,0,0,0.0393999990046723
"1041",1135,2006,"21-Apr-06","Botiges","Philippines",11.0853,123.679,6.5,"Bleaching (% of population)",0,"ERG046",2.8,302.04,311578,0,0,0.0366583741037147
"1042",1136,2005,"18-Aug-05","Balicasag","Philippines",9.51536,123.679,10.5,"Bleaching (% of population)",0,"ERG046",4.37,303.25,0,0,0,0.0383999990299344
"1043",1137,2007,"19-Jul-07","Balicasag MPA","Philippines",9.5195,123.68,5,"Bleaching (% of population)",0,"ERG046",2.12,303.48,0,0,0,0.0365999990754062
"1044",1138,2007,"19-Jul-07","Balicasag MPA","Philippines",9.5195,123.68,10,"Bleaching (% of population)",0,"ERG046",2.12,303.48,0,0,0,0.0365999990754062
"1045",1139,2006,"20-Apr-06","Patao","Philippines",11.2261,123.681,4.7,"Bleaching (% of population)",0,"ERG046",4.37,301.24,33523,6236,0,0.108799997251481
"1046",1140,2005,"31-Aug-05","Sombano Reef","Indonesia",-5.47097,123.68,3,"Bleaching (% of population)",1,"ERG038",1.1,300.38,3461,0,0,0.0581999985297443
"1047",1141,2005,"31-Aug-05","Sombano Reef","Indonesia",-5.47097,123.68,10,"Bleaching (% of population)",0,"ERG038",1.1,300.38,3461,0,0,0.0581999985297443
"1048",1142,2006,"20-Apr-06","Kabac","Philippines",11.248,123.691,3.5,"Bleaching (% of population)",0,"ERG046",1.46,301.22,150159,24182,0,0.100199997468735
"1049",1143,2004,"13-Jun-04","Yonasone of Iriomote Island","Japan",24.3402,123.693,3,"Bleaching (% of population)",0,"ERG057",3.27,301.08,311344,0,0,0.0721370244167325
"1050",1144,2004,"13-Jun-04","Yonasone of Iriomote Island","Japan",24.3402,123.693,10,"Bleaching (% of population)",0,"ERG057",3.27,301.08,311344,0,0,0.0721370244167325
"1051",1145,2006,"19-Apr-06","Guiwanon","Philippines",11.1958,123.694,5,"Bleaching (% of population)",0,"ERG046",3.95,300.76,31732,24061,0,0.11879999699886
"1052",1146,2004,"07-Sep-04","Sombano Village (reef on right)","Indonesia",-5.49633,123.696,5,"Bleaching (% of population)",4,"ERG038",0,300.17,859161,56016,0,0.0607999984640628
"1053",1147,2004,"07-Sep-04","Sombano Village (reef on right)","Indonesia",-5.49633,123.696,10,"Bleaching (% of population)",0,"ERG038",0,300.17,859161,56016,0,0.0607999984640628
"1054",1148,2006,"03-Apr-06","Bunakan","Philippines",11.2725,123.705,6,"Bleaching (% of population)",0,"ERG046",2.698571429,301.28,143923,0,0,0.100199997468735
"1055",1149,2003,"18-Aug-03","Sombano","Indonesia",-5.50194,123.7,5,"Bleaching (% of population)",0,"ERG038",0,300.6783333,1022519,225854,0,0.0773999980447115
"1056",1150,2003,"18-Aug-03","Sombano","Indonesia",-5.50194,123.7,10,"Bleaching (% of population)",0,"ERG038",0,300.6783333,1022519,225854,0,0.0773999980447115
"1057",1151,2004,"09-Aug-04","Kaledupa Double Spur","Indonesia",-5.462,123.711,5,"Bleaching (% of population)",0,"ERG038",2.07,299.07,619344,3529,0,0.0515999986964744
"1058",1152,2004,"09-Aug-04","Kaledupa Double Spur","Indonesia",-5.462,123.711,10,"Bleaching (% of population)",0,"ERG038",2.07,299.07,619344,3529,0,0.0515999986964744
"1059",1153,2003,"04-Aug-03","Kaledupa Double Spur","Indonesia",-5.45719,123.707,5,"Bleaching (% of population)",2,"ERG038",0,299.82,453364,0,0,0.0773999980447115
"1060",1154,2003,"04-Aug-03","Kaledupa Double Spur","Indonesia",-5.45719,123.707,10,"Bleaching (% of population)",2,"ERG038",0,299.82,453364,0,0,0.0773999980447115
"1061",1155,2006,"19-Apr-06","Bantique","Philippines",11.1819,123.702,5,"Bleaching (% of population)",0,"ERG046",4.618333333,301.5066667,101068,12342,0,0.0382935939274463
"1062",1156,2003,"25-Oct-03","South of Fukapanari","Japan",24.3546,123.715,4,"Bleaching (% of population)",0,"ERG057",0,300.52,0,0,0,0.025399999358342
"1063",1157,2003,"25-Oct-03","South of Fukapanari","Japan",24.3546,123.715,7,"Bleaching (% of population)",0,"ERG057",0,300.52,0,0,0,0.025399999358342
"1064",1158,2004,"02-Dec-04","South of Fukapanari","Japan",24.3546,123.715,4,"Bleaching (% of population)",0,"ERG057",0,297.53,0,0,0,0.0313999992067693
"1065",1159,2004,"02-Dec-04","South of Fukapanari","Japan",24.3546,123.715,7,"Bleaching (% of population)",0,"ERG057",0,297.53,0,0,0,0.0313999992067693
"1066",1160,2006,"18-Apr-06","Panitugan","Philippines",11.1069,123.702,3.8,"Bleaching (% of population)",0,"ERG046",5.53,301.6,298576,178243,0,0.0507999987166841
"1067",1161,2005,"29-Jul-05","Talangnan Site 1","Philippines",11.2986,123.719,4.7,"Bleaching (% of population)",0,"ERG046",1.17,302.42,384,0,0,0.103999997372739
"1068",1162,2005,"01-Sep-05","Sampela 3","Indonesia",-5.46922,123.72,3,"Bleaching (% of population)",0,"ERG038",0,300.25,929261,419944,21347,0.0571999985550065
"1069",1163,2005,"01-Sep-05","Sampela 3","Indonesia",-5.46922,123.72,10,"Bleaching (% of population)",0,"ERG038",0,300.25,929261,419944,21347,0.0571999985550065
"1070",1164,2004,"09-Sep-04","Kaledupa Buoy 1","Indonesia",-5.47114,123.723,5,"Bleaching (% of population)",0,"ERG038",0,299.42,1004028,561281,162408,0.0607999984640628
"1071",1165,2003,"16-Jun-03","Kaledupa 2","Indonesia",-5.46936,123.72,10,"Bleaching (% of population)",7,"ERG038",1.34,300.54,932817,426153,26025,0.0519999986863695
"1072",1166,2003,"08-Aug-03","Kaledupa Bouy 1","Indonesia",-5.47111,123.724,5,"Bleaching (% of population)",0,"ERG038",0,300.2,995481,565427,172162,0.0773999980447115
"1073",1167,2003,"08-Aug-03","Kaledupa Bouy 1","Indonesia",-5.47111,123.724,10,"Bleaching (% of population)",0,"ERG038",0,300.2,995481,565427,172162,0.0773999980447115
