"","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","area4km","area2km","area1km","kd490_value","MPA","STATUS_YR","gmw1km"
"2209",2002,"13-Sep-02","Turiroa","French Polynesia",-16.5562,-151.772,0.6,"Bleaching (% of population)",0,"ERG115",0,299.94,0,0,0,0.022599999429076,"Non MPA","Non MPA",NA
"2210",2003,"08-Mar-03","Turiroa","French Polynesia",-16.5562,-151.772,0.6,"Bleaching (% of population)",0,"ERG115",0,302.75,0,0,0,0.0231999994139187,"Non MPA","Non MPA",NA
"2211",2003,"16-Oct-03","Turiroa","French Polynesia",-16.5562,-151.772,0.5,"Bleaching (% of population)",0,"ERG115",0,299.78,0,0,0,0.0259999993431848,"Non MPA","Non MPA",NA
"2212",2004,"24-Mar-04","Turiroa","French Polynesia",-16.5562,-151.772,0.5,"Bleaching (% of population)",0,"ERG115",0,300.76,0,0,0,0.0217999994492857,"Non MPA","Non MPA",NA
"2213",2004,"20-Sep-04","Turiroa","French Polynesia",-16.5562,-151.772,0.5,"Bleaching (% of population)",0,"ERG115",0,299.72,0,0,0,0.0241999993886566,"Non MPA","Non MPA",NA
"2214",2005,"18-Nov-05","Bora Bora Nui Resort (fringing reef)","French Polynesia",-16.5295,-151.772,1.5,"Bleaching (% of population)",0,"ERG115",0,302.18,0,0,0,0.0219999994442333,"Non MPA","Non MPA",NA
"2215",2006,"08-May-06","Bora Bora Nui Resort (fringing reef)","French Polynesia",-16.5295,-151.772,1.5,"Bleaching (% of population)",0,"ERG115",1.36,301.79,0,0,0,0.0257999993482372,"Non MPA","Non MPA",NA
"2216",2007,"09-Jun-07","Bora Bora Nui Resort (fringing reef)","French Polynesia",-16.5295,-151.772,1.5,"Bleaching (% of population)",0,"ERG115",1.19,301.43,0,0,0,0.0245999993785517,"Non MPA","Non MPA",NA
"2221",2005,"06-Oct-05","Turiroa","French Polynesia",-16.5515,-151.778,1,"Bleaching (% of population)",0,"ERG115",0,300.63,0,0,0,0.0213999994593905,"Non MPA","Non MPA",NA
"2222",2007,"21-Mar-07","Turiroa","French Polynesia",-16.5515,-151.778,0.7,"Bleaching (% of population)",40,"ERG115",4.16,302.1,0,0,0,0.0241999993886566,"Non MPA","Non MPA",NA
"2227",2002,"15-Sep-02","Tapu","French Polynesia",-16.5008,-151.784,5,"Bleaching (% of population)",0,"ERG115",0,300.19,0,0,0,0.0221999994391808,"Non MPA","Non MPA",NA
"2228",2002,"15-Sep-02","Tapu","French Polynesia",-16.5008,-151.784,10,"Bleaching (% of population)",0,"ERG115",0,300.19,0,0,0,0.0221999994391808,"Non MPA","Non MPA",NA
"2229",2003,"05-May-03","Tapu","French Polynesia",-16.5008,-151.784,5,"Bleaching (% of population)",8,"ERG115",1.51,301.98,0,0,0,0.0241999993886566,"Non MPA","Non MPA",NA
"2230",2003,"05-May-03","Tapu","French Polynesia",-16.5008,-151.784,10,"Bleaching (% of population)",12,"ERG115",1.51,301.98,0,0,0,0.0241999993886566,"Non MPA","Non MPA",NA
"2231",2005,"10-Oct-05","Tapu (external slope)","French Polynesia",-16.4994,-151.784,7,"Bleaching (% of population)",5,"ERG115",1.21,300.21,0,0,0,0.0219999994442333,"Non MPA","Non MPA",NA
"2232",2005,"11-Oct-05","Tapu (external slope)","French Polynesia",-16.4994,-151.784,15,"Bleaching (% of population)",2,"ERG115",1.21,300.21,0,0,0,0.0219999994442333,"Non MPA","Non MPA",NA
"2233",2006,"25-Mar-06","Tapu (external slope)","French Polynesia",-16.4994,-151.784,7,"Bleaching (% of population)",60,"ERG115",1.27,302.39,0,0,0,0.023999999393709,"Non MPA","Non MPA",NA
"2234",2006,"25-Mar-06","Tapu (external slope)","French Polynesia",-16.4994,-151.784,15,"Bleaching (% of population)",40,"ERG115",1.27,302.39,0,0,0,0.023999999393709,"Non MPA","Non MPA",NA
"2235",2007,"30-Mar-07","Tapu (external slope)","French Polynesia",-16.4994,-151.784,7,"Bleaching (% of population)",140,"ERG115",4.53,302.31,0,0,0,0.0237999993987614,"Non MPA","Non MPA",NA
"2236",2007,"30-Mar-07","Tapu (external slope)","French Polynesia",-16.4994,-151.784,15,"Bleaching (% of population)",80,"ERG115",4.53,302.31,0,0,0,0.0237999993987614,"Non MPA","Non MPA",NA
"2245",2002,"08-Sep-02","Mohio","French Polynesia",-16.5397,-151.789,0.8,"Bleaching (% of population)",0,"ERG115",0,300.1,0,0,0,0.0217999994492857,"Non MPA","Non MPA",NA
"2246",2003,"08-Mar-03","Mohio","French Polynesia",-16.5397,-151.789,0.8,"Bleaching (% of population)",8,"ERG115",0,302.97,0,0,0,0.022599999429076,"Non MPA","Non MPA",NA
"2247",2003,"20-Oct-03","Mohio","French Polynesia",-16.5397,-151.789,1.1,"Bleaching (% of population)",0,"ERG115",0,300.04,0,0,0,0.0231999994139187,"Non MPA","Non MPA",NA
"2248",2004,"08-Mar-04","Mohio","French Polynesia",-16.5397,-151.789,0.9,"Bleaching (% of population)",0,"ERG115",0,302,0,0,0,0.0217999994492857,"Non MPA","Non MPA",NA
"2249",2004,"01-Sep-04","Mohio","French Polynesia",-16.5397,-151.789,0.9,"Bleaching (% of population)",0,"ERG115",0,298.85,0,0,0,0.0241999993886566,"Non MPA","Non MPA",NA
"2250",2005,"06-Oct-05","Mohio","French Polynesia",-16.5397,-151.789,1.5,"Bleaching (% of population)",0,"ERG115",0,300.63,0,0,0,0.0213999994593905,"Non MPA","Non MPA",NA
"2251",2006,"29-Mar-06","Mohio","French Polynesia",-16.5397,-151.789,1.5,"Bleaching (% of population)",0,"ERG115",0,302.8,0,0,0,0.0277999992977129,"Non MPA","Non MPA",NA
"2252",2007,"21-Mar-07","Mohio","French Polynesia",-16.5397,-151.789,1.3,"Bleaching (% of population)",30,"ERG115",4.16,302.1,0,0,0,0.0241999993886566,"Non MPA","Non MPA",NA
"2257",2002,"24-Jun-02","College","French Polynesia",-16.5007,-151.809,2,"Bleaching (% of population)",280,"ERG115",0,300.44,0,0,0,NA,"Non MPA","Non MPA",NA
"2258",2007,"05-Aug-07","MPA Chuuk","Federated States of Micronesia",7.36,151.92,3,"Bleaching (% of population)",0,"ERG069",1.36,303.37,0,0,0,0.0419556509567506,"Non MPA","Non MPA",NA
"2259",2007,"05-Aug-07","North South Pass Chuuk","Federated States of Micronesia",7.95,151.95,3,"Bleaching (% of population)",0,"ERG069",2.07,302.46,0,0,0,0.022599999429076,"Non MPA","Non MPA",NA
"2260",2007,"14-Nov-07","Fausse Passe (Teraea)","French Polynesia",-16.4191,-152.258,2,"Bleaching (% of population)",0,"ERG115",0,299.45,0,0,0,0.0243999993836042,"Non MPA","Non MPA",NA
"2263",2007,"17-Nov-07","Papa Mahuea","French Polynesia",-16.4791,-152.26,1,"Bleaching (% of population)",0,"ERG115",0,299.4,0,0,0,0.0345999991259305,"Non MPA","Non MPA",NA
"2266",2007,"16-Nov-07","Patito","French Polynesia",-16.4619,-152.264,2,"Bleaching (% of population)",0,"ERG115",0,299.4,0,0,0,0.0299999992421363,"Non MPA","Non MPA",NA
"2269",2003,"07-Jul-03","Barolin Rocks Reef - Barolin Rocks (Woongarra Marine Park) (Fringing reef leeward) Site 1","Australia",-24.8828,152.491,5,"Bleaching (% of population)",0,"ERG082",0,291.94,31034,28758,0,0.0883999977668282,"MPA","Non MPA",NA
"2279",2007,"14-Oct-07","Gold Coast Seaway Reefs - South-West Wall (Fringing reef leeward) Site 1","Australia",-27.9397,153.421,6,"Bleaching (% of population)",0,"ERG082",0,294.69,70588,10064,0,0.031216448297568,"Non MPA","Non MPA",NA
"2283",2007,"02-Oct-07","Narrowneck Reef - Narrowneck Artificial Reef (Fringing reef seaward) Site 1","Australia",-27.82,153.433,8,"Bleaching (% of population)",0,"ERG082",0,293.39,1762540,84874,0,0.0315244326725393,"MPA","MPA",NA
"2284",2007,"01-Oct-07","Palm Beach Reef - Palm Beach Reef (Fringing reef seaward) Site 1","Australia",-28.1092,153.476,9,"Bleaching (% of population)",1,"ERG082",0,294.22,139263,0,0,0.0317982010528583,"Non MPA","Non MPA",NA
"2290",2007,"02-Dec-07","Flinders Reef - Nursery (Fringing reef leeward) Site 1","Australia",-26.9683,153.483,9,"Bleaching (% of population)",1,"ERG082",0,297.82,0,0,0,0.0397999989945674,"MPA","Non MPA",NA
"2299",2007,"02-Dec-07","Hutchinsons Shoal - Hutchinson's Shoal (Back reef crest) Site 1","Australia",-26.9344,153.484,11,"Bleaching (% of population)",2,"ERG082",0,297.47,0,0,0,0.0397999989945674,"MPA","Non MPA",NA
"2314",2007,"03-Dec-07","Mudjimba (Old Woman) Island - Mudjimba Island (Fringing reef leeward) Site 1","Australia",-26.6025,153.102,5,"Bleaching (% of population)",0,"ERG082",0,297.21,212527,43,0,0.0291154784527495,"Non MPA","Non MPA",NA
"2317",2007,"03-Dec-07","Dead Mans Reef - Dead Mans (Fringing reef seaward) Site 1","Australia",-26.6769,153.12,6,"Bleaching (% of population)",0,"ERG082",0,297.38,41727,12046,0,0.0293651355140984,"Non MPA","Non MPA",NA
"2322",2005,"20-Oct-05","Sanbis Reef","Solomon Islands",-8.11472,156.878,5,"Bleaching (% of population)",120,"ERG074",3.26,302.07,0,0,0,0.0546556879147393,"Non MPA","Non MPA",NA
"2323",2005,"20-Oct-05","Sanbis Reef","Solomon Islands",-8.11472,156.878,10,"Bleaching (% of population)",120,"ERG074",3.26,302.07,0,0,0,0.0546556879147393,"Non MPA","Non MPA",NA
"2324",2005,"18-Aug-05","Mbo","Solomon Islands",-8.70661,157.434,3,"Bleaching (% of population)",2,"ERG074",7.88,301.45,0,0,0,0.072466746535349,"Non MPA","Non MPA",NA
"2325",2006,"06-Jul-06","Mbo","Solomon Islands",-8.70661,157.434,3,"Bleaching (% of population)",0,"ERG074",3.87,301,0,0,0,0.0645999983680667,"Non MPA","Non MPA",NA
"2328",2005,"20-Oct-05","Station 2","Solomon Islands",-8.71989,157.437,3,"Bleaching (% of population)",0,"ERG074",4.27,300.26,0,0,0,0.031999999191612,"MPA","MPA",NA
"2329",2006,"07-Jul-06","Station 2","Solomon Islands",-8.71989,157.437,3,"Bleaching (% of population)",0,"ERG074",3.87,301,0,0,0,0.0645999983680667,"MPA","MPA",NA
"2330",2006,"27-Sep-06","Station 2","Solomon Islands",-8.71989,157.437,3,"Bleaching (% of population)",0,"ERG074",1.57,300.54,0,0,0,0.0589999985095346,"MPA","MPA",NA
"2334",2005,"17-Aug-05","Station 1","Solomon Islands",-8.71889,157.437,3,"Bleaching (% of population)",0,"ERG074",7.88,301.45,0,0,0,0.072466746535349,"MPA","MPA",NA
"2335",2006,"29-Sep-06","Station 1","Solomon Islands",-8.71306,157.437,3,"Bleaching (% of population)",0,"ERG074",1.57,300.54,0,0,0,0.0589999985095346,"MPA","MPA",NA
"2336",2005,"18-Aug-05","Number 4","Solomon Islands",-8.7095,157.441,3,"Bleaching (% of population)",0,"ERG074",3.17,301.3514286,0,0,0,0.072466746535349,"Non MPA","Non MPA",NA
"2337",2006,"06-Jul-06","Number 4","Solomon Islands",-8.7095,157.441,3,"Bleaching (% of population)",0,"ERG074",5.237142857,301.3714286,0,0,0,0.054599998620688,"Non MPA","Non MPA",NA
"2341",2007,"03-May-07","Plantation","Solomon Islands",-8.70067,157.441,4,"Bleaching (% of population)",15,"ERG074",27.26,303.1,0,0,0,0.0643496292590582,"Non MPA","Non MPA",NA
"2342",2005,"17-Aug-05","Plantation","Solomon Islands",-8.70414,157.448,3,"Bleaching (% of population)",0,"ERG074",3.35,301.33,0,0,0,0.072466746535349,"Non MPA","Non MPA",NA
"2343",2006,"06-Jul-06","Plantation","Solomon Islands",-8.70414,157.448,3,"Bleaching (% of population)",0,"ERG074",10.01,300.91,0,0,0,0.054599998620688,"Non MPA","Non MPA",NA
"2346",2005,"19-Oct-05","No. 5, Site 1","Solomon Islands",-8.72569,157.449,3,"Bleaching (% of population)",0,"ERG074",1.98,303.3314286,0,0,0,0.0611557998996726,"MPA","MPA",NA
"2347",2007,"04-May-07","No. 5, Site 1","Solomon Islands",-8.72569,157.449,4,"Bleaching (% of population)",20,"ERG074",12.50142857,302.9185714,0,0,0,0.0615841537559621,"MPA","MPA",NA
"2351",2005,"20-Oct-05","No. 5, Site 2","Solomon Islands",-8.72606,157.449,3,"Bleaching (% of population)",0,"ERG074",1.98,303.3314286,0,0,0,0.0611557998996726,"MPA","MPA",NA
"2352",2007,"04-May-07","No. 6","Solomon Islands",-8.73578,157.456,4,"Bleaching (% of population)",0,"ERG074",12.50142857,302.9185714,0,0,0,0.0615841537559621,"MPA","MPA",NA
"2354",2005,"17-Aug-05","Singi 1","Solomon Islands",-8.70953,157.491,3,"Bleaching (% of population)",0,"ERG074",2.535,301.1883333,0,0,0,0.0724627074955101,"MPA","MPA",NA
"2355",2006,"05-Jul-06","Singi 1","Solomon Islands",-8.70953,157.491,4,"Bleaching (% of population)",0,"ERG074",5.651666667,301.5316667,0,0,0,0.0509999987116316,"MPA","MPA",NA
"2357",2005,"17-Aug-05","Singi 3","Solomon Islands",-8.70772,157.501,3,"Bleaching (% of population)",0,"ERG074",2.535,301.1883333,0,0,0,0.0724627074955101,"MPA","MPA",NA
"2358",2006,"05-Jul-06","Singi 3","Solomon Islands",-8.70772,157.501,3,"Bleaching (% of population)",0,"ERG074",5.651666667,301.5316667,0,0,0,0.0509999987116316,"MPA","MPA",NA
"2359",2006,"29-Sep-06","Singi 3","Solomon Islands",-8.70772,157.501,3,"Bleaching (% of population)",0,"ERG074",1.52,301.1683333,0,0,0,0.045199998858152,"MPA","MPA",NA
"2362",2005,"19-Oct-05","Soe","Solomon Islands",-8.75503,157.516,3,"Bleaching (% of population)",0,"ERG074",0,303.54,0,0,0,0.0611461345745382,"MPA","MPA",NA
"2363",2005,"19-Oct-05","Fiha","Solomon Islands",-8.77056,157.564,3,"Bleaching (% of population)",0,"ERG074",0,303.54,0,0,0,0.0611305514651838,"MPA","MPA",NA
"2364",2005,"08-Sep-05","Southwest Manuae","Cook Islands",-19.29,158.958,10,"Bleaching (% of population)",0,"ERG079",1.05,296.85,0,0,0,0.0397999989945674,"MPA","Non MPA",NA
"2365",2005,"08-Sep-05","Northwest Corner","Cook Islands",-19.2683,158.975,10,"Bleaching (% of population)",0,"ERG079",0,296.55,0,0,0,0.0397999989945674,"MPA","Non MPA",NA
"2366",2005,"24-Aug-05","Beacon","Cook Islands",-18.82,159.78,4,"Bleaching (% of population)",0,"ERG079",3.6,296.58,0,0,0,0.030599999226979,"MPA","Non MPA",NA
"2367",2005,"24-Aug-05","Beacon","Cook Islands",-18.82,159.78,10,"Bleaching (% of population)",4,"ERG079",3.6,296.58,0,0,0,0.030599999226979,"MPA","Non MPA",NA
"2368",2005,"01-Sep-05","Marutea","Cook Islands",-18.8265,159.787,10,"Bleaching (% of population)",0,"ERG079",3.6,296.39,0,0,0,0.0247999993734993,"MPA","Non MPA",NA
"2369",2005,"25-Aug-05","Vaioue","Cook Islands",-18.835,159.795,3,"Bleaching (% of population)",14,"ERG079",0,296.42,0,0,0,0.030599999226979,"MPA","Non MPA",NA
"2370",2005,"25-Aug-05","Vaioue","Cook Islands",-18.835,159.795,10,"Bleaching (% of population)",20,"ERG079",0,296.42,0,0,0,0.030599999226979,"MPA","Non MPA",NA
"2371",2005,"03-Sep-05","Amuri 2","Cook Islands",-18.8383,159.799,3,"Bleaching (% of population)",5,"ERG079",0,296.22,0,0,0,0.0247999993734993,"MPA","Non MPA",NA
"2372",2005,"03-Sep-05","Amuri 2","Cook Islands",-18.8383,159.799,12,"Bleaching (% of population)",0,"ERG079",0,296.22,0,0,0,0.0247999993734993,"MPA","Non MPA",NA
"2373",2005,"31-Aug-05","Tongarutu","Cook Islands",-18.8433,159.803,3,"Bleaching (% of population)",68,"ERG079",0,296.22,0,0,0,0.030599999226979,"MPA","Non MPA",NA
"2374",2005,"31-Aug-05","Tongarutu","Cook Islands",-18.8433,159.803,10,"Bleaching (% of population)",0,"ERG079",0,296.22,0,0,0,0.030599999226979,"MPA","Non MPA",NA
"2375",2005,"29-Aug-05","Amuri","Cook Islands",-18.8433,-159.802,10,"Bleaching (% of population)",2,"ERG113",0,299.6,0,0,0,0.022599999429076,"MPA","Non MPA",NA
"2376",2005,"02-Sep-05","North of pass 2- outreef","Cook Islands",-18.8526,159.806,3,"Bleaching (% of population)",3,"ERG079",0,296.22,0,0,0,0.025399999358342,"MPA","Non MPA",NA
"2377",2005,"02-Sep-05","North of pass 2- outreef","Cook Islands",-18.8526,159.806,12,"Bleaching (% of population)",1,"ERG079",0,296.22,0,0,0,0.025399999358342,"MPA","Non MPA",NA
"2378",2005,"24-Aug-05","North of pass- outreef","Cook Islands",-18.8533,159.805,10,"Bleaching (% of population)",15,"ERG079",0,296.42,0,0,0,0.029199999262346,"MPA","Non MPA",NA
"2379",2005,"23-Aug-05","South of pass- outreef","Cook Islands",-18.855,159.808,3,"Bleaching (% of population)",1,"ERG079",0,297.32,0,0,0,0.029199999262346,"MPA","Non MPA",NA
"2380",2005,"23-Aug-05","South of pass- outreef","Cook Islands",-18.855,159.808,10,"Bleaching (% of population)",0,"ERG079",0,297.32,0,0,0,0.029199999262346,"MPA","Non MPA",NA
"2381",2005,"25-Aug-05","Atuatane","Cook Islands",-18.8867,159.825,3,"Bleaching (% of population)",14,"ERG079",0,296.51,0,0,0,0.0299999992421363,"MPA","Non MPA",NA
"2382",2005,"25-Aug-05","Atuatane","Cook Islands",-18.8867,159.825,10,"Bleaching (% of population)",3,"ERG079",0,296.51,0,0,0,0.0299999992421363,"MPA","Non MPA",NA
"2383",2005,"26-Aug-05","Maina","Cook Islands",-18.9197,159.847,10,"Bleaching (% of population)",1,"ERG079",0,296.79,0,0,0,0.0289999992673984,"MPA","Non MPA",NA
"2384",2005,"16-Sep-05","EMB #47 Kisacs","Federated States of Micronesia",5.37519,162.009,10,"Bleaching (% of population)",0,"ERG070",4.47,302.76,0,0,0,0.0247999993734993,"Non MPA","Non MPA",NA
"2385",2005,"19-Sep-05","Buoy 29 Sroac","Federated States of Micronesia",5.29578,162.898,10,"Bleaching (% of population)",0,"ERG070",3.933333333,302.6783333,0,0,0,0.0209999994694954,"Non MPA","Non MPA",NA
"2386",2007,"27-Sep-07","Buoy 29 Sroac","Federated States of Micronesia",5.29578,162.898,10,"Bleaching (% of population)",0,"ERG070",2.291666667,303.24,0,0,0,0.0209999994694954,"Non MPA","Non MPA",NA
"2388",2006,"28-Sep-06","EMB #31 Panyacah","Federated States of Micronesia",5.31111,162.9,10,"Bleaching (% of population)",0,"ERG070",2.076666667,302.725,0,0,0,0.0213999994593905,"Non MPA","Non MPA",NA
"2390",2006,"23-Feb-06","North Tukunsruh EMB 27","Federated States of Micronesia",5.28944,162.902,10,"Bleaching (% of population)",0,"ERG070",4.11,300.44,0,0,0,0.0453099924286381,"Non MPA","Non MPA",NA
"2392",2004,"06-Aug-04","Buoy 21 Nefalil (Utwa)","Federated States of Micronesia",5.26878,162.903,10,"Bleaching (% of population)",0,"ERG070",0,302.81,0,0,0,0.0227999994240236,"Non MPA","Non MPA",NA
"2393",2004,"05-Aug-04","Buoy 27 (Tukunsru N.)","Federated States of Micronesia",5.26878,162.903,10,"Bleaching (% of population)",1,"ERG070",0,302.81,0,0,0,0.0227999994240236,"Non MPA","Non MPA",NA
"2394",2005,"11-Feb-05","Buoy 27 (Tukunsru N.)","Federated States of Micronesia",5.26878,162.903,10,"Bleaching (% of population)",0,"ERG070",3.94,302.01,0,0,0,0.0231999994139187,"Non MPA","Non MPA",NA
"2395",2005,"07-Aug-05","Buoy 27 (Tukunsru N.)","Federated States of Micronesia",5.26878,162.903,10,"Bleaching (% of population)",0,"ERG070",5.29,302.1,0,0,0,0.022599999429076,"Non MPA","Non MPA",NA
"2396",2005,"19-Sep-05","EMB #34 Molsron Mwot West","Federated States of Micronesia",5.31997,162.923,10,"Bleaching (% of population)",0,"ERG070",3.933333333,302.6783333,0,0,0,0.0243999993836042,"Non MPA","Non MPA",NA
"2397",2007,"03-Oct-07","EMB #34 Molsron Mwot West","Federated States of Micronesia",5.31997,162.923,10,"Bleaching (% of population)",0,"ERG070",2.771666667,304.0666667,0,0,0,0.0229999994189711,"Non MPA","Non MPA",NA
"2398",2005,"13-Sep-05","Buoy 21 Nefalil (Utwa)","Federated States of Micronesia",5.28322,162.935,10,"Bleaching (% of population)",0,"ERG070",4.66,303.01,0,0,0,0.0209999994694954,"Non MPA","Non MPA",NA
"2399",2006,"20-Sep-06","Nefalil (Utwa) EMB 21","Federated States of Micronesia",5.26642,162.935,10,"Bleaching (% of population)",0,"ERG070",3.59,302.31,0,0,0,0.0213999994593905,"Non MPA","Non MPA",NA
"2401",2006,"03-Mar-06","Trochus Sanctuary","Federated States of Micronesia",5.34281,162.946,10,"Bleaching (% of population)",0,"ERG070",0,300.67,0,0,0,0.0374957591981439,"Non MPA","Non MPA",NA
"2404",2002,"30-Dec-02","Buoy 39 (Shark Island)","Federated States of Micronesia",5.35325,162.947,10,"Bleaching (% of population)",0,"ERG070",2.8475,301.835,0,0,0,0.0391196720216708,"Non MPA","Non MPA",NA
"2405",2005,"14-Mar-05","Buoy 39 (Shark Island)","Federated States of Micronesia",5.35325,162.947,10,"Bleaching (% of population)",0,"ERG070",3.4875,301.2725,0,0,0,0.0362073002216903,"Non MPA","Non MPA",NA
"2406",2005,"25-Aug-05","Buoy 39 (Shark Island)","Federated States of Micronesia",5.35325,162.947,10,"Bleaching (% of population)",0,"ERG070",2.25,303.1025,0,0,0,0.0400150284009,"Non MPA","Non MPA",NA
"2407",2006,"03-Mar-06","Buoy 39 (Shark Island)","Federated States of Micronesia",5.35325,162.947,10,"Bleaching (% of population)",0,"ERG070",0,300.67,0,0,0,0.0374957591981439,"Non MPA","Non MPA",NA
"2410",2003,"01-Jun-03","Trochus Sanctuary","Federated States of Micronesia",5.34497,162.95,10,"Bleaching (% of population)",0,"ERG070",4.8225,302.08,0,0,0,0.0195999995048624,"Non MPA","Non MPA",NA
"2411",2003,"07-Aug-03","Trochus Sanctuary","Federated States of Micronesia",5.34497,162.95,10,"Bleaching (% of population)",0,"ERG070",0.84,302.4225,0,0,0,0.0195999995048624,"Non MPA","Non MPA",NA
"2412",2005,"14-Mar-05","Trochus Sanctuary","Federated States of Micronesia",5.34497,162.95,10,"Bleaching (% of population)",0,"ERG070",3.4875,301.2725,0,0,0,0.0362073002216903,"Non MPA","Non MPA",NA
"2413",2005,"25-Aug-05","Trochus Sanctuary","Federated States of Micronesia",5.34497,162.95,10,"Bleaching (% of population)",0,"ERG070",2.25,303.1025,0,0,0,0.0400150284009,"Non MPA","Non MPA",NA
"2415",2006,"27-Sep-06","EMB #42 Soar","Federated States of Micronesia",5.3655,162.971,10,"Bleaching (% of population)",0,"ERG070",1.4525,302.2525,0,0,0,0.0237999993987614,"Non MPA","Non MPA",NA
"2417",2005,"17-Sep-05","EMB #43 Tafunsak Srisrik","Federated States of Micronesia",5.36956,162.978,10,"Bleaching (% of population)",0,"ERG070",2.98,302.99,0,0,0,0.025399999358342,"Non MPA","Non MPA",NA
"2418",2007,"02-Oct-07","EMB #43 Tafunsak Srisrik","Federated States of Micronesia",5.36956,162.978,10,"Bleaching (% of population)",0,"ERG070",1.395,302.8625,0,0,0,0.0245999993785517,"Non MPA","Non MPA",NA
